accountNumber,balance,betweenness,communityId,communitySize,cycleCount,fraudScore,freq,inDegree,intermediateAccount,is_suspicious,outDegree,pagerank,regularIntervalTransaction,suspicious,triangleCount,type,user
ACC007731,89865.41,4.192766319097897e-05,2,1008,0,2.54,40,1,3,False,3,3.240628819604108e-05,True,False,0,SAVINGS,User_7731
ACC007732,3760.63,0.00035081601430611857,9,1048,0,18.65,7,7,35,False,5,0.00011577640908123557,True,False,1,CURRENT,User_7732
ACC007733,43744.93,0.00028987792306533984,4,992,0,10.7,29,5,20,False,4,0.0001735174267570544,False,False,0,BUSINESS,User_7733
ACC007734,42136.54,0.00046140631429180643,9,1048,0,24.67,24,7,49,False,7,0.00012407013619969377,False,False,0,CURRENT,User_7734
ACC007735,11345.67,0.00010234936280282635,1,1054,0,4.57,16,3,9,False,3,5.913736767328218e-05,True,False,0,BUSINESS,User_7735
ACC007736,48860.58,0.0001312994886508334,6,1017,0,6.55,3,4,12,False,3,4.085389276941094e-05,False,False,0,BUSINESS,User_7736
ACC007737,44895.43,0.00035209913337082033,0,1045,0,18.14,32,8,32,False,4,0.00010817378681092885,True,False,0,CURRENT,User_7737
ACC007738,37666.42,0.001210448206573736,1,1054,0,24.82,40,9,45,False,5,0.0001970959984495163,True,False,0,CURRENT,User_7738
ACC007739,11815.94,0.0008600042171079243,3,990,0,21.66,35,5,40,False,8,7.545419232817848e-05,True,False,0,BUSINESS,User_7739
ACC007740,98898.43,0.0012815320624695752,9,1048,1,16.32,8,10,20,False,2,0.00019408991709475747,True,False,2,SAVINGS,User_7740
ACC007741,67426.65,0.00030367724246385767,3,990,0,10.64,27,6,18,False,3,0.0001091343458645843,False,False,0,BUSINESS,User_7741
ACC007742,82787.95,0.00020867429349743458,8,1028,0,10.6,11,4,20,False,5,8.297649762641084e-05,False,False,0,SAVINGS,User_7742
ACC007743,17540.72,0.00014355819344553822,1,1054,0,6.58,13,4,12,False,3,7.029929434449248e-05,True,False,0,SAVINGS,User_7743
ACC007744,36395.43,0.00024908006347408097,3,990,0,8.65,44,3,15,False,5,0.00012334915830596494,False,False,0,BUSINESS,User_7744
ACC007745,10715.99,7.038434320577178e-05,4,992,0,4.57,48,3,9,False,3,6.032307988186662e-05,False,False,0,BUSINESS,User_7745
ACC007746,57385.18,4.398910941701199e-05,3,990,0,4.54,11,3,9,False,3,3.3657477749975173e-05,True,False,0,CURRENT,User_7746
ACC007747,66150.13,0.00039601233638842027,6,1017,0,15.61,20,6,30,False,5,6.945476201984257e-05,True,False,1,SAVINGS,User_7747
ACC007748,20329.29,0.0005649581074954376,7,1027,0,28.68,23,9,54,False,6,0.00012688470914698616,False,False,1,CURRENT,User_7748
ACC007749,86433.33,0.0007369756981162877,5,989,0,6.66,22,5,10,False,2,8.794543132492457e-05,True,False,0,BUSINESS,User_7749
ACC007750,86287.66,0.00018845102090916753,9,1048,0,10.57,35,4,20,False,5,4.688972931086501e-05,False,False,0,BUSINESS,User_7750
ACC007751,72345.39,0.00020996261828423211,3,990,0,8.07,23,2,12,False,6,4.896725035510417e-05,False,False,0,CURRENT,User_7751
ACC007752,92403.0,0.0002235483075542081,5,989,0,12.6,10,7,21,False,3,8.068648107076591e-05,False,False,0,SAVINGS,User_7752
ACC007753,97102.93,0.00047440409930496295,9,1048,0,18.17,17,6,36,False,6,0.00012203548353455467,True,False,0,SAVINGS,User_7753
ACC007754,37102.6,0.0005768338047406049,4,992,0,20.78,30,11,33,False,3,0.000222192472293077,False,False,0,CURRENT,User_7754
ACC007755,36069.64,0.0009910331757715576,1,1054,0,36.7,34,8,72,False,9,9.605759357252607e-05,False,False,0,CURRENT,User_7755
ACC007756,78358.37,8.492399135470723e-05,4,992,0,4.59,38,3,9,False,3,7.896668111742519e-05,False,False,0,CURRENT,User_7756
ACC007757,6108.07,0.00030564188833024167,7,1027,0,18.68,32,7,35,False,5,0.00014512266307365913,False,False,0,BUSINESS,User_7757
ACC007758,57648.52,0.00015434534612366916,7,1027,0,6.6,30,5,10,False,2,8.272864526998981e-05,False,False,0,BUSINESS,User_7758
ACC007759,52402.77,0.00032022477286806455,0,1045,0,10.6,4,4,20,False,5,7.209657590439852e-05,False,False,0,BUSINESS,User_7759
ACC007760,49618.58,0.0005482021060407356,3,990,0,21.68,38,8,40,False,5,0.00012531674460448605,False,False,0,CURRENT,User_7760
ACC007761,7390.67,0.00031880670964851506,6,1017,0,13.13,38,6,24,False,4,9.93892391863495e-05,False,False,0,CURRENT,User_7761
ACC007762,57449.67,0.0021100931140201973,4,992,0,100,30,3,165,True,55,5.041737738565392e-05,True,True,4,SAVINGS,User_7762
ACC007763,88247.1,0.00010407998466036051,5,989,0,7.59,1,8,8,False,1,8.274162941607988e-05,True,False,1,CURRENT,User_7763
ACC007764,42598.27,0.00018296837615263916,8,1028,0,14.14,50,10,20,False,2,0.0001246558372335467,False,False,0,SAVINGS,User_7764
ACC007765,98804.81,5.006007624095288e-05,4,992,0,5.6,15,6,6,False,1,9.333479346395993e-05,True,False,0,BUSINESS,User_7765
ACC007766,29145.08,0.00018706340520876913,8,1028,0,8.56,48,5,15,False,3,4.2821655990904394e-05,False,False,0,SAVINGS,User_7766
ACC007767,46863.22,0.0007681566962005175,5,989,0,13.13,41,6,24,False,4,5.6971577481936606e-05,True,False,0,BUSINESS,User_7767
ACC007768,21698.52,0.0001986163074124535,1,1054,0,8.08,50,4,16,False,4,6.24574096118e-05,False,False,0,CURRENT,User_7768
ACC007769,94470.53,0.00041302413490705385,8,1028,0,24.73,9,13,39,False,3,0.00018818708899609032,True,False,0,SAVINGS,User_7769
ACC007770,94871.56,0.0009359731137310747,0,1045,0,45.71,40,8,88,False,11,0.00011939064114253694,False,False,0,CURRENT,User_7770
ACC007771,64209.11,0.0,3,990,0,0.05,9,7,0,False,0,4.8643398344547785e-05,True,False,1,SAVINGS,User_7771
ACC007772,42546.18,0.0005000676377268143,0,1045,0,39.13,12,6,72,False,12,7.807597320570086e-05,True,False,0,CURRENT,User_7772
ACC007773,23591.01,0.0001273116485112275,7,1027,0,8.58,30,5,15,False,3,6.763391903879208e-05,True,False,0,BUSINESS,User_7773
ACC007774,19404.0,4.1814241511707575e-05,2,1008,0,2.52,23,1,3,False,3,1.7793111460285067e-05,False,False,0,BUSINESS,User_7774
ACC007775,57644.52,0.0,0,1045,0,0.13,29,7,0,False,0,0.0001260388588922128,True,False,0,CURRENT,User_7775
ACC007776,85279.32,0.0010351295460879336,6,1017,0,36.74,4,7,70,False,10,0.00013514523252120935,False,False,0,CURRENT,User_7776
ACC007777,20521.4,4.369865330320895e-05,3,990,0,2.04,8,2,4,False,2,3.8359272445727596e-05,False,False,0,BUSINESS,User_7777
ACC007778,45593.38,8.782907689477481e-05,6,1017,0,5.1,5,4,8,False,2,8.963913290352335e-05,True,False,0,CURRENT,User_7778
ACC007779,67541.93,0.0001995152996888121,2,1008,0,12.57,34,9,18,False,2,4.6178988720166846e-05,True,False,0,SAVINGS,User_7779
ACC007780,88362.25,0.0004207006068666286,3,990,0,15.67,5,6,30,False,5,0.00012640007826220543,True,False,0,CURRENT,User_7780
ACC007781,56808.45,0.0005714862292058953,6,1017,0,20.89,13,11,33,False,3,0.0003377207232853878,True,False,0,CURRENT,User_7781
ACC007782,74094.81,0.0001849907352592584,5,989,0,5.66,41,6,6,False,1,0.00013785277228057255,False,False,0,SAVINGS,User_7782
ACC007783,74807.54,0.0002874627105969829,4,992,0,15.6,48,5,30,False,6,7.549393612093907e-05,False,False,0,CURRENT,User_7783
ACC007784,61488.75,0.00025292735074413205,0,1045,0,16.59,19,9,27,False,3,6.634968464020153e-05,False,False,2,BUSINESS,User_7784
ACC007785,47585.4,0.00015810952367221695,0,1045,0,9.59,30,7,14,False,2,7.243492456482091e-05,True,False,0,SAVINGS,User_7785
ACC007786,7130.28,0.00026934070190758795,3,990,0,18.63,25,7,35,False,5,0.00010226503533955082,True,False,0,SAVINGS,User_7786
ACC007787,98860.62,0.00015780719311671074,8,1028,0,4.57,24,3,9,False,3,5.8474091967826864e-05,False,False,1,CURRENT,User_7787
ACC007788,66897.77,0.0005534165182833732,8,1028,0,21.61,18,6,42,False,7,5.910066843962787e-05,False,False,0,BUSINESS,User_7788
ACC007789,95381.78,4.8170413571025375e-05,9,1048,0,3.61,21,4,4,False,1,0.00010428288785851205,True,False,0,CURRENT,User_7789
ACC007790,80744.69,0.0002825371552899469,1,1054,0,8.61,24,5,15,False,3,8.207737097058565e-05,True,False,0,BUSINESS,User_7790
ACC007791,81710.56,0.00021571144762506909,1,1054,0,10.57,6,5,20,False,4,4.829073582800212e-05,True,False,0,SAVINGS,User_7791
ACC007792,54760.42,0.0003148750570337532,8,1028,0,18.13,20,8,32,False,4,9.688185396665172e-05,True,False,0,BUSINESS,User_7792
ACC007793,92903.0,0.0005044411762525792,3,990,0,15.66,39,6,30,False,5,0.00010818388994043336,True,False,0,CURRENT,User_7793
ACC007794,96428.47,4.7363765873531214e-05,2,1008,0,4.52,29,3,9,False,3,1.8842013416036745e-05,False,False,0,SAVINGS,User_7794
ACC007795,47391.7,0.00012712431942137864,4,992,0,6.57,7,4,12,False,3,5.653792019788865e-05,True,False,0,CURRENT,User_7795
ACC007796,93641.65,0.000394886916780232,2,1008,0,18.11,43,6,36,False,6,7.494973356261461e-05,False,False,1,BUSINESS,User_7796
ACC007797,52823.95,0.0003284239257158701,1,1054,0,24.63,12,9,45,False,5,0.0001005659427565816,True,False,0,BUSINESS,User_7797
ACC007798,68747.25,0.00015027165997747672,7,1027,0,9.67,2,7,14,False,2,0.00015482268514320472,False,False,0,SAVINGS,User_7798
ACC007799,58602.93,0.00016821510342414578,8,1028,0,10.59,44,5,20,False,4,7.431745119484926e-05,False,False,0,SAVINGS,User_7799
ACC007800,41543.83,0.0005781997628247591,9,1048,0,33.7,26,12,60,False,5,0.00013990452669856721,True,False,0,BUSINESS,User_7800
ACC007801,58080.14,0.00011713314452684366,4,992,0,8.05,3,4,16,False,4,3.3869365048704844e-05,False,False,0,CURRENT,User_7801
ACC007802,13241.22,0.000231516476375946,5,989,0,15.59,26,4,28,False,7,6.940722891358551e-05,False,False,0,CURRENT,User_7802
ACC007803,13063.25,0.00032574676289616656,6,1017,0,12.57,15,2,18,False,9,3.419838722882601e-05,False,False,0,BUSINESS,User_7803
ACC007804,53231.13,0.00023014627060197182,1,1054,0,15.57,35,6,30,False,5,4.720241810470641e-05,True,False,0,BUSINESS,User_7804
ACC007805,3577.87,0.0003451306669929194,4,992,1,20.06,49,4,32,False,8,2.0987229060937482e-05,True,False,1,CURRENT,User_7805
ACC007806,16370.66,0.0002521414633013668,3,990,0,8.68,50,5,15,False,3,0.00015894420365989678,True,False,0,CURRENT,User_7806
ACC007807,45849.12,0.00014840624678313965,5,989,0,15.58,9,6,30,False,5,6.784981286063173e-05,False,False,0,CURRENT,User_7807
ACC007808,61568.32,0.0,5,989,0,0.08,36,8,0,False,0,8.270188741784688e-05,True,False,0,BUSINESS,User_7808
ACC007809,27808.6,0.0004466523773501161,0,1045,0,18.28,7,6,36,False,6,0.00023738041569666669,True,False,0,CURRENT,User_7809
ACC007810,90511.09,0.0005163618459031383,3,990,0,18.17,4,8,32,False,4,0.00011797866003033604,True,False,0,BUSINESS,User_7810
ACC007811,25960.76,0.0012275173887246684,4,992,0,32.21,2,8,64,False,8,8.796958520268447e-05,False,False,1,CURRENT,User_7811
ACC007812,30810.39,0.00040596718045458007,2,1008,0,21.67,5,7,42,False,6,0.00013028473886996317,False,False,0,SAVINGS,User_7812
ACC007813,66439.55,0.00012238050318029607,3,990,0,12.57,47,3,21,False,7,5.377184497822915e-05,False,False,0,CURRENT,User_7813
ACC007814,32456.69,7.644716370435938e-05,7,1027,0,6.55,26,3,12,False,4,4.649073566567335e-05,False,False,0,BUSINESS,User_7814
ACC007815,35824.4,0.0003266025028957573,6,1017,0,8.65,13,5,15,False,3,0.00012029347000752754,False,False,0,BUSINESS,User_7815
ACC007816,46820.26,0.0009393077904418432,8,1028,0,40.84,46,11,77,False,7,0.00024206900045970284,True,False,1,SAVINGS,User_7816
ACC007817,12113.61,8.842465524159573e-05,9,1048,0,8.08,38,6,12,False,2,7.412159050575849e-05,True,False,0,BUSINESS,User_7817
ACC007818,69873.65,0.0002693822590127488,0,1045,0,9.64,16,7,14,False,2,0.00011146436242748806,True,False,0,SAVINGS,User_7818
ACC007819,24692.14,0.0004898637484890783,5,989,0,10.67,29,5,20,False,4,0.0001163116528206302,False,False,0,BUSINESS,User_7819
ACC007820,88027.12,0.00044068403746519755,5,989,0,8.58,16,5,15,False,3,3.890457177628584e-05,True,False,0,BUSINESS,User_7820
ACC007821,93634.8,0.0011376881770874872,3,990,0,28.74,28,9,54,False,6,0.0001290586272835337,False,False,0,SAVINGS,User_7821
ACC007822,29302.88,0.00037750855767662675,8,1028,0,12.65,19,5,25,False,5,0.00011182918818131632,False,False,1,BUSINESS,User_7822
ACC007823,96685.46,5.928792529999169e-05,7,1027,0,5.03,31,2,8,False,4,2.076271117653318e-05,True,False,0,SAVINGS,User_7823
ACC007824,5493.76,0.00017368259535409177,9,1048,0,13.12,17,6,24,False,4,9.907083654860755e-05,False,False,1,SAVINGS,User_7824
ACC007825,79489.3,0.00016294569245067897,8,1028,0,12.59,43,7,21,False,3,7.707959784858907e-05,True,False,1,CURRENT,User_7825
ACC007826,47790.7,7.654282342557076e-05,9,1048,0,5.07,13,4,8,False,2,6.165607669931616e-05,False,False,0,SAVINGS,User_7826
ACC007827,5850.64,0.0001564875386133323,8,1028,0,8.14,32,6,12,False,2,0.00012741040166777467,True,False,0,BUSINESS,User_7827
ACC007828,27114.14,0.00020869411870335164,8,1028,0,13.09,11,4,24,False,6,7.038193387932198e-05,True,False,0,SAVINGS,User_7828
ACC007829,74037.07,1.7021760351870203e-05,8,1028,0,1.52,44,2,2,False,1,1.752435242341945e-05,False,False,0,BUSINESS,User_7829
ACC007830,7155.91,0.00029410016374518857,1,1054,0,13.16,34,6,24,False,4,0.00012918930393363207,False,False,0,CURRENT,User_7830
ACC007831,61084.15,0.0002605636934260046,8,1028,0,10.59,50,5,20,False,4,6.478423452466922e-05,False,False,0,SAVINGS,User_7831
ACC007832,73613.76,0.0003060067703973597,9,1048,0,10.63,1,5,20,False,4,0.0001034292432945341,False,False,0,BUSINESS,User_7832
ACC007833,43292.01,0.0,0,1045,0,0.1,31,4,0,False,0,0.00010442794746705633,True,False,0,BUSINESS,User_7833
ACC007834,58468.49,5.384106999215219e-05,2,1008,0,6.54,4,4,12,False,3,3.023731666960416e-05,True,False,0,CURRENT,User_7834
ACC007835,33710.25,0.0006131900083570396,0,1045,0,4.62,18,3,9,False,3,5.5972083048735287e-05,True,False,0,SAVINGS,User_7835
ACC007836,29243.09,0.0003003056377417115,9,1048,0,12.62,42,7,21,False,3,9.150807756077637e-05,True,False,0,SAVINGS,User_7836
ACC007837,80270.37,0.0011130134529519652,3,990,0,15.69,48,6,30,False,5,7.657142698607457e-05,False,False,1,CURRENT,User_7837
ACC007838,2072.58,0.00015273083245084443,3,990,0,6.59,20,3,12,False,4,7.727448552714889e-05,False,False,0,CURRENT,User_7838
ACC007839,98407.23,0.00016038789488976335,2,1008,0,8.07,44,4,16,False,4,5.6801181097961484e-05,False,False,0,CURRENT,User_7839
ACC007840,3183.54,0.0003671027610171645,7,1027,0,10.63,22,6,18,False,3,8.987259423992945e-05,True,False,0,SAVINGS,User_7840
ACC007841,13535.74,0.00045150053383858724,5,989,0,18.62,11,5,35,False,7,7.01206961281545e-05,True,False,0,SAVINGS,User_7841
ACC007842,83768.91,6.19819314743884e-05,7,1027,0,3.58,39,4,4,False,1,7.84315587088603e-05,True,False,0,BUSINESS,User_7842
ACC007843,52083.51,0.00020574669909775785,1,1054,0,13.11,34,6,24,False,4,9.2452710714705e-05,True,False,0,SAVINGS,User_7843
ACC007844,54583.45,0.000426360553719449,6,1017,0,23.18,21,10,40,False,4,0.00013675430171057774,True,False,1,CURRENT,User_7844
ACC007845,65117.01,0.0004595701468766072,1,1054,0,15.63,19,5,30,False,6,8.217615398337395e-05,True,False,0,BUSINESS,User_7845
ACC007846,14020.61,0.0002371251902548523,7,1027,0,8.6,25,3,15,False,5,7.672346273764434e-05,True,False,0,BUSINESS,User_7846
ACC007847,58820.44,0.00029744573351754946,6,1017,0,25.12,48,6,48,False,8,8.717368576680375e-05,True,False,0,SAVINGS,User_7847
ACC007848,70482.64,0.0006171474593443948,8,1028,0,21.68,3,7,42,False,6,0.00012207397435862394,True,False,0,SAVINGS,User_7848
ACC007849,46307.74,0.0001263476061169188,8,1028,0,6.57,10,4,12,False,3,6.192659705390071e-05,True,False,0,SAVINGS,User_7849
ACC007850,88486.63,0.00030125557334107845,2,1008,0,12.6,33,5,25,False,5,7.188027957184603e-05,True,False,0,BUSINESS,User_7850
ACC007851,79990.63,0.0001015971403091268,3,990,0,8.13,24,6,12,False,2,0.0001201792392506287,False,False,0,BUSINESS,User_7851
ACC007852,76174.76,0.00013115691368789162,7,1027,0,9.63,22,7,14,False,2,0.00011898564046216018,False,False,0,SAVINGS,User_7852
ACC007853,2465.51,0.0006006092917951344,6,1017,0,35.65,32,11,66,False,6,9.231779245006967e-05,False,False,0,SAVINGS,User_7853
ACC007854,55064.67,0.00029599003601439843,9,1048,0,10.63,23,6,18,False,3,9.779087963927323e-05,False,False,0,CURRENT,User_7854
ACC007855,66925.55,0.0002294686578451178,1,1054,0,20.65,30,11,33,False,3,0.00012939841171293794,True,False,0,BUSINESS,User_7855
ACC007856,87558.2,0.0005450906854393659,9,1048,0,21.72,19,8,40,False,5,0.00017039992996163174,False,False,0,CURRENT,User_7856
ACC007857,77644.24,4.827699883783902e-05,4,992,0,3.52,45,2,6,False,3,1.9897703936075245e-05,True,False,0,CURRENT,User_7857
ACC007858,3153.68,0.00039888925115300923,1,1054,0,15.68,41,7,28,False,4,0.00014008939488621296,True,False,0,CURRENT,User_7858
ACC007859,11226.79,8.924006358841313e-05,1,1054,0,3.57,7,2,6,False,3,5.9116370666261764e-05,False,False,0,BUSINESS,User_7859
ACC007860,17522.54,0.0004294907915525934,2,1008,0,27.69,43,10,50,False,5,0.00014774375612893582,True,False,1,BUSINESS,User_7860
ACC007861,59164.43,2.6374595976708832e-05,7,1027,0,5.04,39,4,8,False,2,3.24629984916372e-05,False,False,0,BUSINESS,User_7861
ACC007862,68258.56,0.00023864505016504367,6,1017,0,8.12,18,4,16,False,4,0.00010040519227357437,False,False,0,CURRENT,User_7862
ACC007863,87603.5,0.00018485158404492346,7,1027,0,12.58,25,7,21,False,3,6.460628655135148e-05,False,False,0,BUSINESS,User_7863
ACC007864,39750.46,0.002603390205908161,5,989,0,100,45,4,260,True,65,4.235326118948256e-05,False,True,1,CURRENT,User_7864
ACC007865,95406.34,0.0002731561307991151,3,990,0,12.63,21,7,21,False,3,0.00010342299429526364,False,False,0,SAVINGS,User_7865
ACC007866,53505.54,0.0004292767729268458,4,992,0,12.72,19,5,25,False,5,0.00017237127731374078,False,False,0,SAVINGS,User_7866
ACC007867,82251.17,0.0001679374872141652,4,992,0,12.64,38,9,18,False,2,0.00012679575161560279,False,False,0,SAVINGS,User_7867
ACC007868,29109.97,0.0001232692285773383,3,990,0,11.11,34,8,16,False,2,9.360357077227431e-05,False,False,0,SAVINGS,User_7868
ACC007869,78005.57,0.0005655116115460308,1,1054,0,32.24,43,10,60,False,6,0.0001857215689033949,False,False,0,SAVINGS,User_7869
ACC007870,9594.13,0.0005331145407123121,1,1054,0,21.62,10,5,40,False,8,6.66484925534493e-05,True,False,0,BUSINESS,User_7870
ACC007871,57964.21,7.360234114032094e-05,3,990,0,8.1,37,6,12,False,2,9.195246503095747e-05,False,False,0,SAVINGS,User_7871
ACC007872,78552.04,6.948614351971378e-05,9,1048,0,9.68,20,10,10,False,1,0.00017421208404969695,True,False,0,SAVINGS,User_7872
ACC007873,91668.91,0.0005938204994636773,8,1028,0,23.25,39,10,40,False,4,0.00018708459444210224,True,False,0,BUSINESS,User_7873
ACC007874,86533.14,0.0005338646695862161,9,1048,0,10.63,41,4,20,False,5,7.966786020782615e-05,False,False,0,SAVINGS,User_7874
ACC007875,91907.77,0.00031565908747240744,9,1048,0,20.6,44,4,36,False,9,6.675153046621255e-05,False,False,1,CURRENT,User_7875
ACC007876,3842.27,0.00021062924183277878,8,1028,0,12.69,30,9,18,False,2,0.00017062517742685688,False,False,0,SAVINGS,User_7876
ACC007877,52322.6,0.0002669672636110471,0,1045,0,15.64,14,6,30,False,5,0.0001142513147160518,True,False,0,BUSINESS,User_7877
ACC007878,3439.93,0.00031055967877950544,5,989,0,14.77,2,8,24,False,3,0.00024240218321123504,True,False,0,CURRENT,User_7878
ACC007879,35853.71,0.0001708596706190869,2,1008,0,15.57,38,6,30,False,5,5.513741051845329e-05,True,False,0,CURRENT,User_7879
ACC007880,9242.7,5.1281015332866994e-05,6,1017,0,5.58,3,6,6,False,1,7.480783586757472e-05,True,False,0,BUSINESS,User_7880
ACC007881,94320.16,0.0001605460531764402,4,992,0,13.08,29,6,24,False,4,6.611124332903774e-05,True,False,0,SAVINGS,User_7881
ACC007882,57296.12,0.00011909893559875234,4,992,0,9.56,23,2,14,False,7,4.536334429969905e-05,False,False,0,SAVINGS,User_7882
ACC007883,20792.95,0.0006496167266516564,0,1045,0,32.75,23,9,63,False,7,0.00018537839315487873,False,False,0,SAVINGS,User_7883
ACC007884,86140.84,0.00018192741309502032,9,1048,0,9.64,46,7,14,False,2,0.0001267383443568399,True,False,0,SAVINGS,User_7884
ACC007885,34052.48,0.0003779301060146896,0,1045,0,28.58,14,9,54,False,6,4.108266033888823e-05,False,False,1,BUSINESS,User_7885
ACC007886,11915.24,0.0006888985730494564,1,1054,0,28.28,38,12,48,False,4,0.00020969948594680462,False,False,1,SAVINGS,User_7886
ACC007887,91764.1,0.0005720996786109218,9,1048,0,18.76,4,10,30,False,3,0.00020019590417346013,True,False,1,SAVINGS,User_7887
ACC007888,95825.19,0.00019847791231862745,9,1048,0,2.58,43,1,3,False,3,6.18223328478467e-05,True,False,0,CURRENT,User_7888
ACC007889,86610.41,0.000126521966186507,1,1054,0,6.56,6,5,10,False,2,4.488238036016713e-05,True,False,0,CURRENT,User_7889
ACC007890,90250.78,0.0008455553225994899,4,992,0,32.2,31,10,60,False,6,0.00011619765396248528,False,False,1,BUSINESS,User_7890
ACC007891,2578.55,0.0008739130516380981,4,992,0,28.72,29,9,54,False,6,0.00013076943189187278,False,False,1,BUSINESS,User_7891
ACC007892,40837.76,0.000247016985866057,2,1008,0,13.11,4,6,24,False,4,8.244714533395321e-05,False,False,0,BUSINESS,User_7892
ACC007893,9477.17,0.0003029178904317355,2,1008,0,8.12,45,4,16,False,4,8.580640247855547e-05,False,False,0,BUSINESS,User_7893
ACC007894,60907.59,0.00035268598400947404,7,1027,0,10.57,37,3,18,False,6,3.3588228953949045e-05,False,False,0,BUSINESS,User_7894
ACC007895,4170.93,0.0002076022923107857,4,992,0,10.59,9,5,20,False,4,6.661622381380919e-05,True,False,1,SAVINGS,User_7895
ACC007896,95522.57,0.0012879983671026534,0,1045,0,24.75,7,7,49,False,7,0.00011650839963635586,False,False,1,CURRENT,User_7896
ACC007897,77734.04,0.004602861148326661,6,1017,0,100,21,9,612,True,68,0.00015997999767352328,False,True,0,SAVINGS,User_7897
ACC007898,1543.97,0.0002751722970842984,4,992,0,11.25,39,8,16,False,2,0.00021794798212148808,True,False,0,CURRENT,User_7898
ACC007899,1431.91,0.00024919676050731026,3,990,0,13.1,3,6,24,False,4,7.921571427813221e-05,True,False,0,CURRENT,User_7899
ACC007900,30462.72,0.000323273422195599,6,1017,0,27.64,46,10,50,False,5,0.000108585412971518,False,False,0,BUSINESS,User_7900
ACC007901,93917.3,0.00010824841080773888,8,1028,0,8.68,16,5,15,False,3,0.00017347725546736168,True,False,0,SAVINGS,User_7901
ACC007902,16099.19,0.0002948488700523319,7,1027,0,12.65,43,9,18,False,2,0.00012495717928587567,False,False,0,CURRENT,User_7902
ACC007903,45172.77,7.935907702909545e-05,6,1017,0,6.54,2,2,10,False,5,3.5951584410366375e-05,True,False,1,SAVINGS,User_7903
ACC007904,68980.75,0.0003190210551648248,3,990,0,12.64,42,7,21,False,3,0.00011127883150044898,False,False,0,CURRENT,User_7904
ACC007905,46794.05,0.0005725737357318523,9,1048,0,27.72,32,10,50,False,5,0.00016705649121789411,False,False,0,SAVINGS,User_7905
ACC007906,88910.79,0.0001905175220373942,3,990,0,8.08,40,4,16,False,4,5.841990138688077e-05,True,False,0,BUSINESS,User_7906
ACC007907,51303.33,0.0006097719310670546,2,1008,0,9.68,30,7,14,False,2,0.00011788231183235003,False,False,0,SAVINGS,User_7907
ACC007908,17477.2,0.0003002913995694141,6,1017,0,16.63,18,9,27,False,3,0.00010075442738821656,False,False,0,CURRENT,User_7908
ACC007909,43924.52,0.00023255394074421425,3,990,0,8.09,38,4,16,False,4,6.639935045511584e-05,True,False,0,BUSINESS,User_7909
ACC007910,8405.56,0.00029027887220003744,0,1045,0,13.12,36,6,24,False,4,9.117774066557101e-05,True,False,1,CURRENT,User_7910
ACC007911,83408.71,0.0009012988574894368,3,990,0,21.68,1,7,42,False,6,9.033046649114336e-05,True,False,0,BUSINESS,User_7911
ACC007912,38783.15,0.0002327984353248854,0,1045,0,8.12,40,6,12,False,2,0.00010110431654925885,False,False,0,CURRENT,User_7912
ACC007913,96689.87,0.00028465440100726116,8,1028,0,11.11,20,8,16,False,2,7.838810745993045e-05,True,False,0,BUSINESS,User_7913
ACC007914,45224.05,0.00034460787323273745,7,1027,0,18.16,6,8,32,False,4,0.00012622234957654593,False,False,0,BUSINESS,User_7914
ACC007915,23858.31,0.00019123068582081772,1,1054,0,6.6,23,7,7,False,1,8.177089928597137e-05,False,False,0,CURRENT,User_7915
ACC007916,36465.76,8.042464495311693e-05,2,1008,0,4.53,42,3,9,False,3,2.0906816659502402e-05,False,False,0,SAVINGS,User_7916
ACC007917,67701.73,0.000809798706648933,6,1017,0,33.8,1,12,60,False,5,0.00021443733794913173,False,False,0,BUSINESS,User_7917
ACC007918,76128.6,0.00028803789633298266,3,990,0,18.15,35,8,32,False,4,0.00011770617126227671,True,False,0,CURRENT,User_7918
ACC007919,36563.93,0.000557800892550247,8,1028,0,24.7,50,9,45,False,5,0.00014781993846134565,False,False,2,CURRENT,User_7919
ACC007920,39562.73,0.00035928027692680556,2,1008,0,18.78,40,10,30,False,3,0.0002458208167743281,False,False,0,SAVINGS,User_7920
ACC007921,67681.85,0.0003192298307334673,8,1028,0,18.09,37,6,36,False,6,5.859165153172116e-05,True,False,0,BUSINESS,User_7921
ACC007922,3716.93,0.0011037436475821493,9,1048,0,28.71,5,6,54,False,9,9.869264185186193e-05,False,False,0,BUSINESS,User_7922
ACC007923,37135.01,0.00021188860148451462,7,1027,0,15.57,28,5,30,False,6,5.087571317391034e-05,False,False,0,BUSINESS,User_7923
ACC007924,3450.72,8.933011123859416e-05,0,1045,0,6.56,13,5,10,False,2,5.546809789127893e-05,True,False,0,BUSINESS,User_7924
ACC007925,41737.71,0.0031647536357409895,7,1027,0,100,12,6,396,True,66,7.666105370580997e-05,True,True,6,SAVINGS,User_7925
ACC007926,65339.31,0.00012966284061766888,5,989,0,12.57,35,7,21,False,3,5.606191938755615e-05,True,False,0,BUSINESS,User_7926
ACC007927,84744.22,0.0006100049078573416,9,1048,0,22.72,7,12,36,False,3,0.0001566336857752888,True,False,0,BUSINESS,User_7927
ACC007928,83911.63,0.00023945976232373997,0,1045,0,16.61,35,9,27,False,3,8.333783662678301e-05,True,False,0,CURRENT,User_7928
